fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
333,209889,"182862068235347",Deroi T E Co No 3 Darkhastor,Tingkhong,Dibrugarh,Assam,India,Deroi T.E. Co.No.3 Darkhastor,,Deroi T.E. Co Darkhastor,292113,2068,286,18,"292113",2.04511536,Village,Rural,2595331.66799081,8191.8435434342,333,209889,"182862068235347",Deroi T E Co No 3 Darkhastor,Tingkhong,Dibrugarh,Assam,India,Deroi T.E. Co.No.3 Darkhastor,,Deroi T.E. Co Darkhastor,292113,2068,286,18,2.04511536,Village,Rural,2595331.66799081,8191.8435434342,"18637",339031.875496465,0.363
334,206519,"182862068235342",Deroi T E Co No 8 Darkhastor,Tingkhong,Dibrugarh,Assam,India,Deroi T.E. Co.No.8 Darkhastor,,Deroi T.E. Co Darkhastor,292112,2068,286,18,"292112",2.39836901,Village,Rural,3042804.83141534,9273.58287273725,334,206519,"182862068235342",Deroi T E Co No 8 Darkhastor,Tingkhong,Dibrugarh,Assam,India,Deroi T.E. Co.No.8 Darkhastor,,Deroi T.E. Co Darkhastor,292112,2068,286,18,2.39836901,Village,Rural,3042804.83141534,9273.58287273725,"18637",337573.027563904,0.343
335,211467,"182862063234744",Dewanbari Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Bagisha,,Dewanbari Bagisha,291129,2063,286,18,"291129",0.77798961,Village,Rural,989240.306311797,4586.01200447265,335,211467,"182862063234744",Dewanbari Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Bagisha,,Dewanbari Bagisha,291129,2063,286,18,0.77798961,Village,Rural,989240.306311797,4586.01200447265,"18637",329836.095938587,0.235
336,211464,"182862063234851",Dewanbari Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Bagisha 24/149 No.Grant,,Dewanbari Bagisha,291127,2063,286,18,"291127",0.47974411,Village,Rural,610060.011459091,3607.60183914283,336,211464,"182862063234851",Dewanbari Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Bagisha 24/149 No.Grant,,Dewanbari Bagisha,291127,2063,286,18,0.47974411,Village,Rural,610060.011459091,3607.60183914283,"18637",329629.726759329,0.232
337,205309,"182862063234742",Dewanbari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Gaon,,Dewanbari Gaon,291126,2063,286,18,"291126",0.73151889,Village,Rural,930379.261965493,4299.02549728037,337,205309,"182862063234742",Dewanbari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Gaon,,Dewanbari Gaon,291126,2063,286,18,0.73151889,Village,Rural,930379.261965493,4299.02549728037,"18637",329794.903803335,0.234
338,210668,"182862063234743",Dewanbari Kaibatra Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Kaibatra Gaon No.1,,Dewanbari Kaibatra Gaon,291171,2063,286,18,"291171",1.93286221,Village,Rural,2458787.76817316,9199.81635492997,338,210668,"182862063234743",Dewanbari Kaibatra Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Kaibatra Gaon No.1,,Dewanbari Kaibatra Gaon,291171,2063,286,18,1.93286221,Village,Rural,2458787.76817316,9199.81635492997,"18637",331315.724710601,0.255
339,205490,"182862063234741",Dewanbari Kaibatra Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Kaibatra Gaon No.2,,Dewanbari Kaibatra Gaon,291172,2063,286,18,"291172",1.42183918,Village,Rural,1808329.94459629,5759.57125139406,339,205490,"182862063234741",Dewanbari Kaibatra Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Dewanbari Kaibatra Gaon No.2,,Dewanbari Kaibatra Gaon,291172,2063,286,18,1.42183918,Village,Rural,1808329.94459629,5759.57125139406,"18637",330419.760298467,0.243
340,205488,"182862068235516",Dhadumia,Tingkhong,Dibrugarh,Assam,India,Dhadumia No.1,,Dhadumia,292148,2068,286,18,"292148",1.13095125,Village,Rural,1435911.59156343,5426.44495305986,340,205488,"182862068235516",Dhadumia,Tingkhong,Dibrugarh,Assam,India,Dhadumia No.1,,Dhadumia,292148,2068,286,18,1.13095125,Village,Rural,1435911.59156343,5426.44495305986,"18637",356663.586040364,0.61
341,205224,"182862068235514",Dhadumia Bangali,Tingkhong,Dibrugarh,Assam,India,Dhadumia Bangali No.2,,Dhadumia Bangali,292150,2068,286,18,"292150",2.21481613,Village,Rural,2811500.89088875,7112.80478604189,341,205224,"182862068235514",Dhadumia Bangali,Tingkhong,Dibrugarh,Assam,India,Dhadumia Bangali No.2,,Dhadumia Bangali,292150,2068,286,18,2.21481613,Village,Rural,2811500.89088875,7112.80478604189,"18637",356399.100282724,0.607
342,205192,"182862063234673",Dhakeri Gaon,Dibrugarh East,Dibrugarh,Assam,India,Dhakeri Gaon,,Dhakeri Gaon,291095,2064,286,18,"291095",1.56102896,Village,Rural,1990454.89084104,6726.5116944201,342,205192,"182862063234673",Dhakeri Gaon,Dibrugarh East,Dibrugarh,Assam,India,Dhakeri Gaon,,Dhakeri Gaon,291095,2064,286,18,1.56102896,Village,Rural,1990454.89084104,6726.5116944201,"18637",349645.978622817,0.512
343,210518,"182862068235524",Dhamon,Tingkhong,Dibrugarh,Assam,India,Dhamon No.2,,Dhamon,292015,2068,286,18,"292015",2.4949511,Village,Rural,3171982.00449391,7709.95026915154,343,210518,"182862068235524",Dhamon,Tingkhong,Dibrugarh,Assam,India,Dhamon No.2,,Dhamon,292015,2068,286,18,2.4949511,Village,Rural,3171982.00449391,7709.95026915154,"18637",350910.199888594,0.53
344,210900,"182862066235210",Dharia Gaon,Tengakhat,Dibrugarh,Assam,India,Dharia Gaon,,Dharia Gaon,291621,2066,286,18,"291621",1.96631695,Village,Rural,2502913.03993638,6129.70377614416,344,210900,"182862066235210",Dharia Gaon,Tengakhat,Dibrugarh,Assam,India,Dharia Gaon,,Dharia Gaon,291621,2066,286,18,1.96631695,Village,Rural,2502913.03993638,6129.70377614416,"18637",354446.539232396,0.579
345,206454,"182862063234681",Dhariatoli Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dhariatoli Gaon,,Dhariatoli Gaon,291151,2063,286,18,"291151",0.59155427,Village,Rural,753334.092261036,4294.50130073364,345,206454,"182862063234681",Dhariatoli Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dhariatoli Gaon,,Dhariatoli Gaon,291151,2063,286,18,0.59155427,Village,Rural,753334.092261036,4294.50130073364,"18637",348122.76135181,0.491
346,206685,"182862066235150",Dhekiajan Gaon No 1,Tengakhat,Dibrugarh,Assam,India,Dhekiajan Gaon No.1,,Dhekiajan Gaon,291540,2066,286,18,"291540",1.70370642,Village,Rural,2167938.5741126,8745.21735842429,346,206685,"182862066235150",Dhekiajan Gaon No 1,Tengakhat,Dibrugarh,Assam,India,Dhekiajan Gaon No.1,,Dhekiajan Gaon,291540,2066,286,18,1.70370642,Village,Rural,2167938.5741126,8745.21735842429,"18637",381715.087035904,0.961
347,206597,"182862066235141",Dhekiajan Gaon No 2,Tengakhat,Dibrugarh,Assam,India,Dhekiajan Gaon No.2,,Dhekiajan Gaon,291541,2066,286,18,"291541",0.55217188,Village,Rural,702530.483735005,3495.12121330575,347,206597,"182862066235141",Dhekiajan Gaon No 2,Tengakhat,Dibrugarh,Assam,India,Dhekiajan Gaon No.2,,Dhekiajan Gaon,291541,2066,286,18,0.55217188,Village,Rural,702530.483735005,3495.12121330575,"18637",382204.84769932,0.968
348,206780,"182862067235906",Dhemechi Gaon,Moran,Dibrugarh,Assam,India,Dhemechi Gaon,,Dhemechi Gaon,291932,2067,286,18,"291932",1.49275144,Village,Rural,1893555.18715983,8388.85081940227,348,206780,"182862067235906",Dhemechi Gaon,Moran,Dibrugarh,Assam,India,Dhemechi Gaon,,Dhemechi Gaon,291932,2067,286,18,1.49275144,Village,Rural,1893555.18715983,8388.85081940227,"18637",317861.530260317,0.067
349,210579,"182862067235911",Dhemechi Haladhibari,Moran,Dibrugarh,Assam,India,Dhemechi Haladhibari,,Dhemechi Haladhibari,291933,2067,286,18,"291933",2.60050981,Village,Rural,3298476.72108974,8600.44007448637,349,210579,"182862067235911",Dhemechi Haladhibari,Moran,Dibrugarh,Assam,India,Dhemechi Haladhibari,,Dhemechi Haladhibari,291933,2067,286,18,2.60050981,Village,Rural,3298476.72108974,8600.44007448637,"18637",319496.673475558,0.09
350,206540,"182862068235482",Dhomon,Tingkhong,Dibrugarh,Assam,India,Dhomon No.1`,,Dhomon`,292024,2068,286,18,"292024",2.16755693,Village,Rural,2755129.09625215,7360.53881986043,350,206540,"182862068235482",Dhomon,Tingkhong,Dibrugarh,Assam,India,Dhomon No.1`,,Dhomon`,292024,2068,286,18,2.16755693,Village,Rural,2755129.09625215,7360.53881986043,"18637",350280.981040184,0.521
351,205353,"182862065235029",Dhopabor Gaon,Chabua,Dibrugarh,Assam,India,Dhopabor Gaon,,Dhopabor Gaon,291387,2065,286,18,"291387",2.36647277,Village,Rural,3020668.54111785,7646.92986112081,351,205353,"182862065235029",Dhopabor Gaon,Chabua,Dibrugarh,Assam,India,Dhopabor Gaon,,Dhopabor Gaon,291387,2065,286,18,2.36647277,Village,Rural,3020668.54111785,7646.92986112081,"18637",368705.984288254,0.779
352,205183,"182862068235402",Dhowa Pather No 1,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.1,,Dhowa Pather,292200,2068,286,18,"292200",2.94236603,Village,Rural,3731508.85919942,10551.7595192662,352,205183,"182862068235402",Dhowa Pather No 1,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.1,,Dhowa Pather,292200,2068,286,18,2.94236603,Village,Rural,3731508.85919942,10551.7595192662,"18637",344759.632438711,0.444
353,209879,"182862068235374",Dhowa Pather No 2,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.2,,Dhowa Pather,292226,2068,286,18,"292226",2.4402178,Village,Rural,3093897.93696253,12170.8705777141,353,209879,"182862068235374",Dhowa Pather No 2,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.2,,Dhowa Pather,292226,2068,286,18,2.4402178,Village,Rural,3093897.93696253,12170.8705777141,"18637",343204.213989158,0.422
354,211666,"182862068235825",Dhowa Pather No 3,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.3,,Dhowa Pather,292201,2068,286,18,"292201",0.10891977,Village,Rural,138160.592378775,1961.14480915643,354,211666,"182862068235825",Dhowa Pather No 3,Tingkhong,Dibrugarh,Assam,India,Dhowa Pather No.3,,Dhowa Pather,292201,2068,286,18,0.10891977,Village,Rural,138160.592378775,1961.14480915643,"18637",346648.341627051,0.47
355,206577,"182862065235333",Dhumkala Chapori,Chabua,Dibrugarh,Assam,India,Dhumkala Chapori,,Dhumkala Chapori,291359,2065,286,18,"291359",1.10204173,Village,Rural,1410076.49830188,4511.00396232835,355,206577,"182862065235333",Dhumkala Chapori,Chabua,Dibrugarh,Assam,India,Dhumkala Chapori,,Dhumkala Chapori,291359,2065,286,18,1.10204173,Village,Rural,1410076.49830188,4511.00396232835,"18637",369541.396535898,0.791
356,206402,"182862068235350",Dhunahula Bamon,Tingkhong,Dibrugarh,Assam,India,Dhunahula Bamon,,Dhunahula Bamon,292125,2068,286,18,"292125",1.0285674,Village,Rural,1305230.4400313,4692.03068682922,356,206402,"182862068235350",Dhunahula Bamon,Tingkhong,Dibrugarh,Assam,India,Dhunahula Bamon,,Dhunahula Bamon,292125,2068,286,18,1.0285674,Village,Rural,1305230.4400313,4692.03068682922,"18637",341496.493114502,0.398
357,206793,"182862069235685",Dhunda Nahar No 1,Naharkatiya,Dibrugarh,Assam,India,Dhunda Nahar No.1,,Dhunda Nahar,292271,2069,286,18,"292271",0.43440426,Village,Rural,552367.656489182,4134.57978160585,357,206793,"182862069235685",Dhunda Nahar No 1,Naharkatiya,Dibrugarh,Assam,India,Dhunda Nahar No.1,,Dhunda Nahar,292271,2069,286,18,0.43440426,Village,Rural,552367.656489182,4134.57978160585,"18637",359603.312383626,0.651
358,206472,"182862069235679",Dhunda Nahar No 2,Naharkatiya,Dibrugarh,Assam,India,Dhunda Nahar No.2,,Dhunda Nahar,292270,2069,286,18,"292270",0.72661001,Village,Rural,923928.031638333,5396.61051526308,358,206472,"182862069235679",Dhunda Nahar No 2,Naharkatiya,Dibrugarh,Assam,India,Dhunda Nahar No.2,,Dhunda Nahar,292270,2069,286,18,0.72661001,Village,Rural,923928.031638333,5396.61051526308,"18637",361120.67619455,0.673
359,206728,"182862064234923",Dibrual Changmai,Dibrugarh East,Dibrugarh,Assam,India,Dibrual Changmai,,Dibrual Changmai,291303,2064,286,18,"291303",1.59971044,Village,Rural,2039169.79123627,6456.80992719998,359,206728,"182862064234923",Dibrual Changmai,Dibrugarh East,Dibrugarh,Assam,India,Dibrual Changmai,,Dibrual Changmai,291303,2064,286,18,1.59971044,Village,Rural,2039169.79123627,6456.80992719998,"18637",352036.496701313,0.545
360,205463,"182862064234938",Dibrugarh Mb,Dibrugarh East,Dibrugarh,Assam,India,Dibrugarh (MB + OG) (Part),,Dibrugarh,249896,2064,286,18,"801586",8.74006218,Town,Urban,11147719.1036677,16866.4539244272,361,211684,"182862063246021",Dibrugarh Mb,Dibrugarh East,Dibrugarh,Assam,India,Dibrugarh (MB + OG) (Part),,Dibrugarh,249896,2064,286,18,0.71863023,Town,Urban,916423.930679533,4327.70783061668,"18637",347736.416710272,0.485
361,211684,"182862063246021",Dibrugarh Mb,Dibrugarh East,Dibrugarh,Assam,India,Dibrugarh (MB + OG) (Part),,Dibrugarh,249896,2064,286,18,"801586",0.71863023,Town,Urban,916423.930679533,4327.70783061668,361,211684,"182862063246021",Dibrugarh Mb,Dibrugarh East,Dibrugarh,Assam,India,Dibrugarh (MB + OG) (Part),,Dibrugarh,249896,2064,286,18,0.71863023,Town,Urban,916423.930679533,4327.70783061668,"18637",347736.416710272,0.485
362,205359,"182862063234797",Dibuwal Dihingia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dibuwal Dihingia Gaon,,Dibuwal Dihingia Gaon,291115,2063,286,18,"291115",2.2338028,Village,Rural,2845470.66772022,7364.05845436878,362,205359,"182862063234797",Dibuwal Dihingia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dibuwal Dihingia Gaon,,Dibuwal Dihingia Gaon,291115,2063,286,18,2.2338028,Village,Rural,2845470.66772022,7364.05845436878,"18637",339924.531344974,0.376
363,206313,"182862068235339",Dichang Block,Tingkhong,Dibrugarh,Assam,India,Dichang Block,,Dichang Block,292114,2068,286,18,"292114",1.13440035,Village,Rural,1439942.57008534,5681.27299807219,363,206313,"182862068235339",Dichang Block,Tingkhong,Dibrugarh,Assam,India,Dichang Block,,Dichang Block,292114,2068,286,18,1.13440035,Village,Rural,1439942.57008534,5681.27299807219,"18637",339050.437618577,0.364
364,205362,"182862063234805",Digali Dalani Gaon,Dibrugarh West,Dibrugarh,Assam,India,Digali Dalani Gaon,,Digali Dalani Gaon,291122,2063,286,18,"291122",3.31241009,Village,Rural,4215505.8730714,9553.05113986545,364,205362,"182862063234805",Digali Dalani Gaon,Dibrugarh West,Dibrugarh,Assam,India,Digali Dalani Gaon,,Digali Dalani Gaon,291122,2063,286,18,3.31241009,Village,Rural,4215505.8730714,9553.05113986545,"18637",331755.350865119,0.262
365,205168,"182862066235123",Digboi Mukh,Tengakhat,Dibrugarh,Assam,India,Digboi Mukh,,Digboi Mukh,291685,2066,286,18,"291685",1.22241775,Village,Rural,1554340.89812289,5686.54501739411,365,205168,"182862066235123",Digboi Mukh,Tengakhat,Dibrugarh,Assam,India,Digboi Mukh,,Digboi Mukh,291685,2066,286,18,1.22241775,Village,Rural,1554340.89812289,5686.54501739411,"18637",371555.059027235,0.819
366,206329,"182862066235135",Digboi Pather,Tengakhat,Dibrugarh,Assam,India,Digboi Pather,,Digboi Pather,291694,2066,286,18,"291694",0.43403397,Village,Rural,551911.392021114,3167.79357340074,366,206329,"182862066235135",Digboi Pather,Tengakhat,Dibrugarh,Assam,India,Digboi Pather,,Digboi Pather,291694,2066,286,18,0.43403397,Village,Rural,551911.392021114,3167.79357340074,"18637",379886.306428542,0.935
367,205454,"182862063234791",Dighala Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dighala Gaon,,Dighala Gaon,291084,2063,286,18,"291084",2.62196445,Village,Rural,3341956.19012412,8164.15008553169,367,205454,"182862063234791",Dighala Gaon,Dibrugarh West,Dibrugarh,Assam,India,Dighala Gaon,,Dighala Gaon,291084,2063,286,18,2.62196445,Village,Rural,3341956.19012412,8164.15008553169,"18637",340180.743966469,0.379
368,212320,"182862069235596",Dighala Sonowal Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighala Sonowal Gaon,,Dighala Sonowal Gaon,292352,2069,286,18,"292352",0.17257316,Village,Rural,219302.609045962,1975.63737288573,368,212320,"182862069235596",Dighala Sonowal Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighala Sonowal Gaon,,Dighala Sonowal Gaon,292352,2069,286,18,0.17257316,Village,Rural,219302.609045962,1975.63737288573,"18637",367719.75437499,0.765
369,211568,"182862067235868",Dighalia,Moran,Dibrugarh,Assam,India,Dighalia,,Dighalia,291975,2067,286,18,"291975",0.1171238,Village,Rural,148570.975609544,1742.33654041237,369,211568,"182862067235868",Dighalia,Moran,Dibrugarh,Assam,India,Dighalia,,Dighalia,291975,2067,286,18,0.1171238,Village,Rural,148570.975609544,1742.33654041237,"18637",324135.199364626,0.155
370,211450,"182862067235867",Dighalia Block,Moran,Dibrugarh,Assam,India,Dighalia Block,,Dighalia Block,291907,2067,286,18,"291907",0.68246434,Village,Rural,865888.370928245,3894.96841293346,370,211450,"182862067235867",Dighalia Block,Moran,Dibrugarh,Assam,India,Dighalia Block,,Dighalia Block,291907,2067,286,18,0.68246434,Village,Rural,865888.370928245,3894.96841293346,"18637",324553.853233648,0.161
371,205207,"182862069235682",Dighalia Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighalia Gaon,,Dighalia Gaon,292272,2069,286,18,"292272",2.47472071,Village,Rural,3145980.78901241,9431.23776793774,371,205207,"182862069235682",Dighalia Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighalia Gaon,,Dighalia Gaon,292272,2069,286,18,2.47472071,Village,Rural,3145980.78901241,9431.23776793774,"18637",359433.34715243,0.649
372,211119,"182862069235684",Dighalia Gaon No 2,Naharkatiya,Dibrugarh,Assam,India,Dighalia Gaon No.2,,Dighalia Gaon,292273,2069,286,18,"292273",3.35372697,Village,Rural,4262863.8946142,13549.5750447447,372,211119,"182862069235684",Dighalia Gaon No 2,Naharkatiya,Dibrugarh,Assam,India,Dighalia Gaon No.2,,Dighalia Gaon,292273,2069,286,18,3.35372697,Village,Rural,4262863.8946142,13549.5750447447,"18637",358104.13878929,0.63
373,206420,"182862066235214",Dighalia Hola Gaon,Tengakhat,Dibrugarh,Assam,India,Dighalia Hola Gaon,,Dighalia Hola Gaon,291614,2066,286,18,"291614",1.84338529,Village,Rural,2346210.9335066,7116.93481052813,373,206420,"182862066235214",Dighalia Hola Gaon,Tengakhat,Dibrugarh,Assam,India,Dighalia Hola Gaon,,Dighalia Hola Gaon,291614,2066,286,18,1.84338529,Village,Rural,2346210.9335066,7116.93481052813,"18637",356418.786557559,0.607
374,206568,"182862068235455",Dighalia No 1,Tingkhong,Dibrugarh,Assam,India,Dighalia No.1,,Dighalia,292048,2068,286,18,"292048",2.46381359,Village,Rural,3130051.46261473,10184.4135381235,374,206568,"182862068235455",Dighalia No 1,Tingkhong,Dibrugarh,Assam,India,Dighalia No.1,,Dighalia,292048,2068,286,18,2.46381359,Village,Rural,3130051.46261473,10184.4135381235,"18637",352289.433601719,0.549
375,209900,"182862068235456",Dighalia No 2,Tingkhong,Dibrugarh,Assam,India,Dighalia No.2,,Dighalia,292049,2068,286,18,"292049",0.57037816,Village,Rural,724442.675071591,3829.1475397147,375,209900,"182862068235456",Dighalia No 2,Tingkhong,Dibrugarh,Assam,India,Dighalia No.2,,Dighalia,292049,2068,286,18,0.57037816,Village,Rural,724442.675071591,3829.1475397147,"18637",350739.561851321,0.527
376,205286,"182862068235309",Dighalia No 2,Tingkhong,Dibrugarh,Assam,India,Dighalia No.2,,Dighalia,292097,2068,286,18,"292097",4.35333711,Village,Rural,5527855.41038027,10349.375323954,376,205286,"182862068235309",Dighalia No 2,Tingkhong,Dibrugarh,Assam,India,Dighalia No.2,,Dighalia,292097,2068,286,18,4.35333711,Village,Rural,5527855.41038027,10349.375323954,"18637",339114.955112835,0.365
377,205137,"182862068235447",Dighalia No 3,Tingkhong,Dibrugarh,Assam,India,Dighalia No.3,,Dighalia,292070,2068,286,18,"292070",2.60472827,Village,Rural,3308579.06291191,10080.584252974,377,205137,"182862068235447",Dighalia No 3,Tingkhong,Dibrugarh,Assam,India,Dighalia No.3,,Dighalia,292070,2068,286,18,2.60472827,Village,Rural,3308579.06291191,10080.584252974,"18637",352217.411672525,0.548
378,205477,"182862065234984",Dighalibari,Chabua,Dibrugarh,Assam,India,Dighalibari,,Dighalibari,291427,2065,286,18,"291427",3.57545172,Village,Rural,4564404.11505385,10427.9278755087,378,205477,"182862065234984",Dighalibari,Chabua,Dibrugarh,Assam,India,Dighalibari,,Dighalibari,291427,2065,286,18,3.57545172,Village,Rural,4564404.11505385,10427.9278755087,"18637",377571.176732308,0.903
379,210349,"182862069235698",Dighali Bill,Naharkatiya,Dibrugarh,Assam,India,Dighali Bill No.1,,Dighali Bill,292243,2069,286,18,"292243",1.28876244,Village,Rural,1638979.63491489,5483.58193892018,379,210349,"182862069235698",Dighali Bill,Naharkatiya,Dibrugarh,Assam,India,Dighali Bill No.1,,Dighali Bill,292243,2069,286,18,1.28876244,Village,Rural,1638979.63491489,5483.58193892018,"18637",357250.078069723,0.618
380,206542,"182862069235689",Dighali Block Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighali Block Gaon,,Dighali Block Gaon,292279,2069,286,18,"292279",0.82998775,Village,Rural,1055053.46605987,5975.00558726802,380,206542,"182862069235689",Dighali Block Gaon,Naharkatiya,Dibrugarh,Assam,India,Dighali Block Gaon,,Dighali Block Gaon,292279,2069,286,18,0.82998775,Village,Rural,1055053.46605987,5975.00558726802,"18637",356441.174194708,0.607
