fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
743,205260,"182862068235304",Kekuri Bangali,Tingkhong,Dibrugarh,Assam,India,Kekuri Bangali,,Kekuri Bangali,292101,2068,286,18,"292101",2.40531755,Village,Rural,3054134.97331695,10599.6944232056,743,205260,"182862068235304",Kekuri Bangali,Tingkhong,Dibrugarh,Assam,India,Kekuri Bangali,,Kekuri Bangali,292101,2068,286,18,2.40531755,Village,Rural,3054134.97331695,10599.6944232056,"18637",336941.240453243,0.334
744,206440,"182862068235310",Kekuri Sonowal,Tingkhong,Dibrugarh,Assam,India,Kekuri Sonowal,,Kekuri Sonowal,292100,2068,286,18,"292100",1.43657522,Village,Rural,1824181.29751245,7720.16197898844,744,206440,"182862068235310",Kekuri Sonowal,Tingkhong,Dibrugarh,Assam,India,Kekuri Sonowal,,Kekuri Sonowal,292100,2068,286,18,1.43657522,Village,Rural,1824181.29751245,7720.16197898844,"18637",337833.116780439,0.347
745,205197,"182862069235588",Kenduguri Gaon,Naharkatiya,Dibrugarh,Assam,India,Kenduguri Gaon,,Kenduguri Gaon,292388,2069,286,18,"292388",1.4754931,Village,Rural,1874243.61922551,5826.59746214898,745,205197,"182862069235588",Kenduguri Gaon,Naharkatiya,Dibrugarh,Assam,India,Kenduguri Gaon,,Kenduguri Gaon,292388,2069,286,18,1.4754931,Village,Rural,1874243.61922551,5826.59746214898,"18637",369516.844351979,0.79
746,211523,"182862066235289",Kenduguri No 1,Tengakhat,Dibrugarh,Assam,India,Kenduguri No.1,,Kenduguri,291635,2066,286,18,"291635",2.52429832,Village,Rural,3209451.65769937,8502.1021112507,746,211523,"182862066235289",Kenduguri No 1,Tengakhat,Dibrugarh,Assam,India,Kenduguri No.1,,Kenduguri,291635,2066,286,18,2.52429832,Village,Rural,3209451.65769937,8502.1021112507,"18637",349143.525868215,0.505
747,206551,"182862066235085",Kenduguri No 2,Tengakhat,Dibrugarh,Assam,India,Kenduguri No.2,,Kenduguri,291634,2066,286,18,"291634",1.39670002,Village,Rural,1776001.53339679,6342.0628424305,747,206551,"182862066235085",Kenduguri No 2,Tengakhat,Dibrugarh,Assam,India,Kenduguri No.2,,Kenduguri,291634,2066,286,18,1.39670002,Village,Rural,1776001.53339679,6342.0628424305,"18637",348861.834409919,0.501
748,211576,"182862068235477",Kenduguri No 2,Tingkhong,Dibrugarh,Assam,India,Kenduguri No.2,,Kenduguri,292013,2068,286,18,"292013",1.24597352,Village,Rural,1584409.82557524,6057.16074211198,748,211576,"182862068235477",Kenduguri No 2,Tingkhong,Dibrugarh,Assam,India,Kenduguri No.2,,Kenduguri,292013,2068,286,18,1.24597352,Village,Rural,1584409.82557524,6057.16074211198,"18637",350944.851940276,0.53
749,205324,"182862066235086",Kenduguri No 3,Tingkhong,Dibrugarh,Assam,India,Kenduguri No.3,,Kenduguri,291633,2068,286,18,"291633",1.89428664,Village,Rural,2408415.65263895,8130.482323153,749,205324,"182862066235086",Kenduguri No 3,Tingkhong,Dibrugarh,Assam,India,Kenduguri No.3,,Kenduguri,291633,2068,286,18,1.89428664,Village,Rural,2408415.65263895,8130.482323153,"18637",349871.025257456,0.515
750,205256,"182862068235435",Kenduguri T E,Tingkhong,Dibrugarh,Assam,India,Kenduguri T.E.,,Kenduguri T.E.,292081,2068,286,18,"292081",4.38035896,Village,Rural,5560928.60902337,12968.869002537,750,205256,"182862068235435",Kenduguri T E,Tingkhong,Dibrugarh,Assam,India,Kenduguri T.E.,,Kenduguri T.E.,292081,2068,286,18,4.38035896,Village,Rural,5560928.60902337,12968.869002537,"18637",343502.914618885,0.426
751,205063,"182862068235302",Kenya Pather,Tingkhong,Dibrugarh,Assam,India,Kenya Pather No.70,,Kenya Pather,292186,2068,286,18,"292186",2.10007563,Village,Rural,2662986.57271217,7101.26134534666,751,205063,"182862068235302",Kenya Pather,Tingkhong,Dibrugarh,Assam,India,Kenya Pather No.70,,Kenya Pather,292186,2068,286,18,2.10007563,Village,Rural,2662986.57271217,7101.26134534666,"18637",335455.688131658,0.313
752,205252,"182862068235396",Kerang,Tingkhong,Dibrugarh,Assam,India,Kerang,,Kerang,292157,2068,286,18,"292157",1.33758229,Village,Rural,1697216.15704721,8552.34284149732,752,205252,"182862068235396",Kerang,Tingkhong,Dibrugarh,Assam,India,Kerang,,Kerang,292157,2068,286,18,1.33758229,Village,Rural,1697216.15704721,8552.34284149732,"18637",353261.56754722,0.563
753,210957,"182862066235153",Kerekoni Kekuri,Tengakhat,Dibrugarh,Assam,India,Kerekoni No.1 (Kekuri No.1),,Kerekoni (Kekuri),291548,2066,286,18,"291548",0.9013886,Village,Rural,1146585.4703125,7118.73260638756,753,210957,"182862066235153",Kerekoni Kekuri,Tengakhat,Dibrugarh,Assam,India,Kerekoni No.1 (Kekuri No.1),,Kerekoni (Kekuri),291548,2066,286,18,0.9013886,Village,Rural,1146585.4703125,7118.73260638756,"18637",378767.178521462,0.92
754,206343,"182862066235152",Kerkoni Kekuri,Tengakhat,Dibrugarh,Assam,India,Kerkoni No.1 (Kekuri No.2),,Kerkoni (Kekuri),291544,2066,286,18,"291544",0.79025692,Village,Rural,1005190.61813425,4127.08728047684,754,206343,"182862066235152",Kerkoni Kekuri,Tengakhat,Dibrugarh,Assam,India,Kerkoni No.1 (Kekuri No.2),,Kerkoni (Kekuri),291544,2066,286,18,0.79025692,Village,Rural,1005190.61813425,4127.08728047684,"18637",377923.021814316,0.908
755,211447,"182862067235886",Khagarijan,Moran,Dibrugarh,Assam,India,Khagarijan,,Khagarijan,291965,2067,286,18,"291965",0.17983789,Village,Rural,227991.00445071,1972.18313944976,755,211447,"182862067235886",Khagarijan,Moran,Dibrugarh,Assam,India,Khagarijan,,Khagarijan,291965,2067,286,18,0.17983789,Village,Rural,227991.00445071,1972.18313944976,"18637",318779.682048999,0.08
756,206771,"182862065235019",Khailabari Bagan Gaon,Chabua,Dibrugarh,Assam,India,Khailabari Bagan Gaon,,Khailabari Bagan Gaon,291437,2065,286,18,"291437",2.70623042,Village,Rural,3451896.74201812,7980.04665746057,756,206771,"182862065235019",Khailabari Bagan Gaon,Chabua,Dibrugarh,Assam,India,Khailabari Bagan Gaon,,Khailabari Bagan Gaon,291437,2065,286,18,2.70623042,Village,Rural,3451896.74201812,7980.04665746057,"18637",366374.974112499,0.746
757,206761,"182862064234888",Khanikar Gaon,Dibrugarh East,Dibrugarh,Assam,India,Khanikar Gaon,,Khanikar Gaon,291307,2064,286,18,"291307",2.52605655,Village,Rural,3220458.79997763,8880.90614243203,757,206761,"182862064234888",Khanikar Gaon,Dibrugarh East,Dibrugarh,Assam,India,Khanikar Gaon,,Khanikar Gaon,291307,2064,286,18,2.52605655,Village,Rural,3220458.79997763,8880.90614243203,"18637",357208.179079005,0.618
758,205314,"182862063234781",Khanikar T E,Dibrugarh West,Dibrugarh,Assam,India,Khanikar T.E.32/31 N.L.R.Grant,,Khanikar T.E.,291102,2063,286,18,"291102",1.36278109,Village,Rural,1736469.09699065,7439.93391964345,758,205314,"182862063234781",Khanikar T E,Dibrugarh West,Dibrugarh,Assam,India,Khanikar T.E.32/31 N.L.R.Grant,,Khanikar T.E.,291102,2063,286,18,1.36278109,Village,Rural,1736469.09699065,7439.93391964345,"18637",345932.50947013,0.46
759,205166,"182862063234778",Khanikar T E L C R Grant,Dibrugarh West,Dibrugarh,Assam,India,Khanikar T.E. 2 L.C.R. Grant,,Khanikar T.E. L.C.R. Grant,291106,2063,286,18,"291106",2.31945247,Village,Rural,2954979.84090133,7735.04127058401,759,205166,"182862063234778",Khanikar T E L C R Grant,Dibrugarh West,Dibrugarh,Assam,India,Khanikar T.E. 2 L.C.R. Grant,,Khanikar T.E. L.C.R. Grant,291106,2063,286,18,2.31945247,Village,Rural,2954979.84090133,7735.04127058401,"18637",343586.561761116,0.427
760,206755,"182862064234889",Kharikatia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Kharikatia Gaon,,Kharikatia Gaon,291306,2064,286,18,"291306",2.72288573,Village,Rural,3470290.90697991,8296.80771251071,760,206755,"182862064234889",Kharikatia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Kharikatia Gaon,,Kharikatia Gaon,291306,2064,286,18,2.72288573,Village,Rural,3470290.90697991,8296.80771251071,"18637",357623.662365747,0.624
761,205479,"182862065234996",Kharjan Gaon,Chabua,Dibrugarh,Assam,India,Kharjan Gaon,,Kharjan Gaon,291402,2065,286,18,"291402",1.02779475,Village,Rural,1312630.23973595,5214.02009559942,761,205479,"182862065234996",Kharjan Gaon,Chabua,Dibrugarh,Assam,India,Kharjan Gaon,,Kharjan Gaon,291402,2065,286,18,1.02779475,Village,Rural,1312630.23973595,5214.02009559942,"18637",377288.201736329,0.899
762,210335,"182862065234991",Kharjan Grant,Chabua,Dibrugarh,Assam,India,Kharjan Grant,,Kharjan Grant,291401,2065,286,18,"291401",3.02783257,Village,Rural,3866343.35004992,10505.5288498649,762,210335,"182862065234991",Kharjan Grant,Chabua,Dibrugarh,Assam,India,Kharjan Grant,,Kharjan Grant,291401,2065,286,18,3.02783257,Village,Rural,3866343.35004992,10505.5288498649,"18637",376792.678257839,0.892
763,205478,"182862065234994",Kharjan T E,Chabua,Dibrugarh,Assam,India,Kharjan T.E.,,Kharjan T.E.,291406,2065,286,18,"291406",3.54502901,Village,Rural,4526471.64302153,9710.24243815959,763,205478,"182862065234994",Kharjan T E,Chabua,Dibrugarh,Assam,India,Kharjan T.E.,,Kharjan T.E.,291406,2065,286,18,3.54502901,Village,Rural,4526471.64302153,9710.24243815959,"18637",374569.079175456,0.861
764,211777,"182862065234981",Kharjan T E,Chabua,Dibrugarh,Assam,India,Kharjan T.E.,,Kharjan T.E.,291424,2065,286,18,"291424",1.06546139,Village,Rural,1360123.21965077,5768.00134821879,764,211777,"182862065234981",Kharjan T E,Chabua,Dibrugarh,Assam,India,Kharjan T.E.,,Kharjan T.E.,291424,2065,286,18,1.06546139,Village,Rural,1360123.21965077,5768.00134821879,"18637",374273.149406416,0.857
765,205162,"182862069235665",Khatowa Pathar Gaon,Naharkatiya,Dibrugarh,Assam,India,Khatowa Pathar Gaon,,Khatowa Pathar Gaon,292294,2069,286,18,"292294",1.45914845,Village,Rural,1854976.5147922,7678.32234638707,765,205162,"182862069235665",Khatowa Pathar Gaon,Naharkatiya,Dibrugarh,Assam,India,Khatowa Pathar Gaon,,Khatowa Pathar Gaon,292294,2069,286,18,1.45914845,Village,Rural,1854976.5147922,7678.32234638707,"18637",362223.043343863,0.688
766,206422,"182862069235663",Khatua,Naharkatiya,Dibrugarh,Assam,India,Khatua,,Khatua,292267,2069,286,18,"292267",2.0822662,Village,Rural,2647630.83105379,9161.22405351873,766,206422,"182862069235663",Khatua,Naharkatiya,Dibrugarh,Assam,India,Khatua,,Khatua,292267,2069,286,18,2.0822662,Village,Rural,2647630.83105379,9161.22405351873,"18637",362885.067574499,0.697
767,205161,"182862067235721",Khelmati,Moran,Dibrugarh,Assam,India,Khelmati,,Khelmati,291971,2067,286,18,"291971",1.9944174,Village,Rural,2528843.58162207,6764.4059503338,767,205161,"182862067235721",Khelmati,Moran,Dibrugarh,Assam,India,Khelmati,,Khelmati,291971,2067,286,18,1.9944174,Village,Rural,2528843.58162207,6764.4059503338,"18637",322708.243495031,0.135
768,205088,"182862068235355",Kherani,Tingkhong,Dibrugarh,Assam,India,Kherani,,Kherani,292180,2068,286,18,"292180",1.89434299,Village,Rural,2402717.33169059,6496.92216373599,768,205088,"182862068235355",Kherani,Tingkhong,Dibrugarh,Assam,India,Kherani,,Kherani,292180,2068,286,18,1.89434299,Village,Rural,2402717.33169059,6496.92216373599,"18637",339892.53173175,0.375
769,205377,"182862066235106",Kheremia Gaon,Tengakhat,Dibrugarh,Assam,India,Kheremia Gaon,,Kheremia Gaon,291594,2066,286,18,"291594",1.22946948,Village,Rural,1564768.10029501,5373.90521984698,769,205377,"182862066235106",Kheremia Gaon,Tengakhat,Dibrugarh,Assam,India,Kheremia Gaon,,Kheremia Gaon,291594,2066,286,18,1.22946948,Village,Rural,1564768.10029501,5373.90521984698,"18637",366618.147898277,0.75
770,211116,"182862068235318",Kheroni,Tingkhong,Dibrugarh,Assam,India,Kheroni No.2,,Kheroni,292088,2068,286,18,"292088",0.51778216,Village,Rural,657706.894057595,3642.47905215103,770,211116,"182862068235318",Kheroni,Tingkhong,Dibrugarh,Assam,India,Kheroni No.2,,Kheroni,292088,2068,286,18,0.51778216,Village,Rural,657706.894057595,3642.47905215103,"18637",342344.883189496,0.41
771,205148,"182862068235319",Kheroni Pather,Tingkhong,Dibrugarh,Assam,India,Kheroni Pather,,Kheroni Pather,292087,2068,286,18,"292087",1.19261472,Village,Rural,1514931.87789732,5229.593740523,771,205148,"182862068235319",Kheroni Pather,Tingkhong,Dibrugarh,Assam,India,Kheroni Pather,,Kheroni Pather,292087,2068,286,18,1.19261472,Village,Rural,1514931.87789732,5229.593740523,"18637",343296.016285485,0.423
772,205513,"182862064234946",Kholajan Grant N C,Dibrugarh East,Dibrugarh,Assam,India,Kholajan Grant 34 No N.C.,,Kholajan Grant N.C.,291275,2064,286,18,"291275",1.55543,Village,Rural,1985218.63738476,6795.60926683168,772,205513,"182862064234946",Kholajan Grant N C,Dibrugarh East,Dibrugarh,Assam,India,Kholajan Grant 34 No N.C.,,Kholajan Grant N.C.,291275,2064,286,18,1.55543,Village,Rural,1985218.63738476,6795.60926683168,"18637",361669.528310798,0.68
773,205349,"182862066235232",Khongia Gaon,Tengakhat,Dibrugarh,Assam,India,Khongia Gaon,,Khongia Gaon,291607,2066,286,18,"291607",1.78279282,Village,Rural,2269570.91558423,6097.32871385818,773,205349,"182862066235232",Khongia Gaon,Tengakhat,Dibrugarh,Assam,India,Khongia Gaon,,Khongia Gaon,291607,2066,286,18,1.78279282,Village,Rural,2269570.91558423,6097.32871385818,"18637",359614.061319232,0.652
774,212337,"182862067235939",Khowang,Moran,Dibrugarh,Assam,India,Khowang 99/102 No. Nlr Grant,,Khowang,291843,2067,286,18,"291843",0.09835617,Village,Rural,124944.150897804,2020.38309215022,774,212337,"182862067235939",Khowang,Moran,Dibrugarh,Assam,India,Khowang 99/102 No. Nlr Grant,,Khowang,291843,2067,286,18,0.09835617,Village,Rural,124944.150897804,2020.38309215022,"18637",330651.885450682,0.246
775,205399,"182862067235793",Khowang 312 No Nlr Grant,Moran,Dibrugarh,Assam,India,Khowang 312 No. Nlr Grant,,Khowang Grant,291802,2067,286,18,"291802",2.06058101,Village,Rural,2617604.30295607,7405.08040303021,775,205399,"182862067235793",Khowang 312 No Nlr Grant,Moran,Dibrugarh,Assam,India,Khowang 312 No. Nlr Grant,,Khowang Grant,291802,2067,286,18,2.06058101,Village,Rural,2617604.30295607,7405.08040303021,"18637",333776.353328646,0.29
776,210888,"182862067235784",Khowang 319 No Nlr Grant,Moran,Dibrugarh,Assam,India,Khowang 319 No. Nlr Grant,,Khowang Grant,291803,2067,286,18,"291803",1.94431893,Village,Rural,2469913.51159455,6308.20757813378,776,210888,"182862067235784",Khowang 319 No Nlr Grant,Moran,Dibrugarh,Assam,India,Khowang 319 No. Nlr Grant,,Khowang Grant,291803,2067,286,18,1.94431893,Village,Rural,2469913.51159455,6308.20757813378,"18637",334833.213816473,0.305
777,205133,"182862067235935",Khowang Chah Co Grant,Moran,Dibrugarh,Assam,India,Khowang Chah Co. 108 No Fs Grant,,Khowang Chah Co. Grant,291903,2067,286,18,"291903",2.53294444,Village,Rural,3215265.2764027,8695.02309916155,777,205133,"182862067235935",Khowang Chah Co Grant,Moran,Dibrugarh,Assam,India,Khowang Chah Co. 108 No Fs Grant,,Khowang Chah Co. Grant,291903,2067,286,18,2.53294444,Village,Rural,3215265.2764027,8695.02309916155,"18637",328233.582088117,0.212
778,205239,"182862067235836",Khowang Grant,Moran,Dibrugarh,Assam,India,Khowang 11/164 Nlr Grant,,Khowang Grant,291768,2067,286,18,"291768",4.7369322,Village,Rural,6017099.70870473,12014.1808254034,778,205239,"182862067235836",Khowang Grant,Moran,Dibrugarh,Assam,India,Khowang 11/164 Nlr Grant,,Khowang Grant,291768,2067,286,18,4.7369322,Village,Rural,6017099.70870473,12014.1808254034,"18637",331268.861024787,0.255
779,206552,"182862068235478",Khowang Grant,Tingkhong,Dibrugarh,Assam,India,Khowang Grant,,Khowang Grant,292032,2068,286,18,"292032",1.27222731,Village,Rural,1617117.12484484,5031.04742255764,779,206552,"182862068235478",Khowang Grant,Tingkhong,Dibrugarh,Assam,India,Khowang Grant,,Khowang Grant,292032,2068,286,18,1.27222731,Village,Rural,1617117.12484484,5031.04742255764,"18637",349103.834979815,0.504
780,205060,"182862067235839",Khowang Nlr Grant No 319,Moran,Dibrugarh,Assam,India,Khowang Nlr Grant No.319,,Khowang Grant,291840,2067,286,18,"291840",2.40251164,Village,Rural,3051169.90256024,7297.93459040481,780,205060,"182862067235839",Khowang Nlr Grant No 319,Moran,Dibrugarh,Assam,India,Khowang Nlr Grant No.319,,Khowang Grant,291840,2067,286,18,2.40251164,Village,Rural,3051169.90256024,7297.93459040481,"18637",331698.754963955,0.261
781,205405,"182862067235963",Khowang Sonowal Bongali Gaon,Moran,Dibrugarh,Assam,India,Khowang Sonowal Bongali Gaon,,Khowang Sonowal Bongali Gaon,291719,2067,286,18,"291719",2.35427356,Village,Rural,2991391.31784693,8293.54897578255,781,205405,"182862067235963",Khowang Sonowal Bongali Gaon,Moran,Dibrugarh,Assam,India,Khowang Sonowal Bongali Gaon,,Khowang Sonowal Bongali Gaon,291719,2067,286,18,2.35427356,Village,Rural,2991391.31784693,8293.54897578255,"18637",331252.520315207,0.254
782,212344,"182862067238059",Koch Gaon F V,Moran,Dibrugarh,Assam,India,Koch Gaon F.V.,,Koch Gaon F.V.,292005,2067,286,18,"292005",0.50968437,Village,Rural,647932.026959405,4477.05135147585,782,212344,"182862067238059",Koch Gaon F V,Moran,Dibrugarh,Assam,India,Koch Gaon F.V.,,Koch Gaon F.V.,292005,2067,286,18,0.50968437,Village,Rural,647932.026959405,4477.05135147585,"18637",339102.113294787,0.364
783,206631,"182862067235741",Koilagarah Gaon,Moran,Dibrugarh,Assam,India,Koilagarah Gaon,,Koilagarah Gaon,291890,2067,286,18,"291890",1.01469439,Village,Rural,1289029.0496642,5289.83393265321,783,206631,"182862067235741",Koilagarah Gaon,Moran,Dibrugarh,Assam,India,Koilagarah Gaon,,Koilagarah Gaon,291890,2067,286,18,1.01469439,Village,Rural,1289029.0496642,5289.83393265321,"18637",339392.555696637,0.368
784,206474,"182862067235738",Koilagarah Habi,Moran,Dibrugarh,Assam,India,Koilagarah Habi,,Koilagarah Habi,291891,2067,286,18,"291891",0.92568774,Village,Rural,1175711.57825328,5197.76004430684,784,206474,"182862067235738",Koilagarah Habi,Moran,Dibrugarh,Assam,India,Koilagarah Habi,,Koilagarah Habi,291891,2067,286,18,0.92568774,Village,Rural,1175711.57825328,5197.76004430684,"18637",337191.525953431,0.338
785,206630,"182862063234731",Kolakhowa Gozal Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kolakhowa Gozal Gaon,,Kolakhowa Gozal Gaon,291197,2063,286,18,"291197",3.16978168,Village,Rural,4028058.32952342,9742.78555765647,785,206630,"182862063234731",Kolakhowa Gozal Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kolakhowa Gozal Gaon,,Kolakhowa Gozal Gaon,291197,2063,286,18,3.16978168,Village,Rural,4028058.32952342,9742.78555765647,"18637",323122.484609265,0.141
786,210585,"182862063234771",Koliani No Gaon,Dibrugarh West,Dibrugarh,Assam,India,Koliani No.Gaon,,Koliani No.Gaon,291156,2063,286,18,"291156",2.51803258,Village,Rural,3206377.10709272,12681.4685954681,786,210585,"182862063234771",Koliani No Gaon,Dibrugarh West,Dibrugarh,Assam,India,Koliani No.Gaon,,Koliani No.Gaon,291156,2063,286,18,2.51803258,Village,Rural,3206377.10709272,12681.4685954681,"18637",344213.353772173,0.436
787,205228,"182862067235814",Kolowlowa Deori Gaon,Moran,Dibrugarh,Assam,India,Kolowlowa Deori Gaon,,Kolowlowa Deori Gaon,291728,2067,286,18,"291728",2.52910037,Village,Rural,3215731.25273154,8214.02222371006,787,205228,"182862067235814",Kolowlowa Deori Gaon,Moran,Dibrugarh,Assam,India,Kolowlowa Deori Gaon,,Kolowlowa Deori Gaon,291728,2067,286,18,2.52910037,Village,Rural,3215731.25273154,8214.02222371006,"18637",336617.143031607,0.33
788,206385,"182862067235813",Kolowlowa Gaon,Moran,Dibrugarh,Assam,India,Kolowlowa Gaon,,Kolowlowa Gaon,291735,2067,286,18,"291735",2.21990107,Village,Rural,2822784.12545255,9580.67466133806,788,206385,"182862067235813",Kolowlowa Gaon,Moran,Dibrugarh,Assam,India,Kolowlowa Gaon,,Kolowlowa Gaon,291735,2067,286,18,2.21990107,Village,Rural,2822784.12545255,9580.67466133806,"18637",338607.889351804,0.357
789,206669,"182862067235833",Kolowlowa Habi,Moran,Dibrugarh,Assam,India,Kolowlowa Habi,,Kolowlowa Habi,291736,2067,286,18,"291736",2.62140869,Village,Rural,3334155.67541413,8837.59505157624,789,206669,"182862067235833",Kolowlowa Habi,Moran,Dibrugarh,Assam,India,Kolowlowa Habi,,Kolowlowa Habi,291736,2067,286,18,2.62140869,Village,Rural,3334155.67541413,8837.59505157624,"18637",339694.320075867,0.373
790,206425,"182862065235007",Komar Gaon,Chabua,Dibrugarh,Assam,India,Komar Gaon,,Komar Gaon,291452,2065,286,18,"291452",2.2351167,Village,Rural,2850719.76988163,7422.19063237058,790,206425,"182862065235007",Komar Gaon,Chabua,Dibrugarh,Assam,India,Komar Gaon,,Komar Gaon,291452,2065,286,18,2.2351167,Village,Rural,2850719.76988163,7422.19063237058,"18637",370183.903572272,0.8
791,205136,"182862069235538",Konwabam Gaon,Naharkatiya,Dibrugarh,Assam,India,Konwabam Gaon,,Konwabam Gaon,292395,2069,286,18,"292395",1.8954261,Village,Rural,2406662.86475233,5852.12943255614,791,205136,"182862069235538",Konwabam Gaon,Naharkatiya,Dibrugarh,Assam,India,Konwabam Gaon,,Konwabam Gaon,292395,2069,286,18,1.8954261,Village,Rural,2406662.86475233,5852.12943255614,"18637",370970.193749982,0.811
792,206465,"182862067236001",Konwargaon,Moran,Dibrugarh,Assam,India,Konwargaon No.2,,Konwargaon,291780,2067,286,18,"291780",1.57614991,Village,Rural,2002254.66588519,7668.98765194228,792,206465,"182862067236001",Konwargaon,Moran,Dibrugarh,Assam,India,Konwargaon No.2,,Konwargaon,291780,2067,286,18,1.57614991,Village,Rural,2002254.66588519,7668.98765194228,"18637",325687.82628201,0.177
793,206626,"182862067236002",Konwar Gaon,Moran,Dibrugarh,Assam,India,Konwar Gaon No.1,,Konwar Gaon,291709,2067,286,18,"291709",1.07719498,Village,Rural,1368586.24715988,5630.59389543024,793,206626,"182862067236002",Konwar Gaon,Moran,Dibrugarh,Assam,India,Konwar Gaon No.1,,Konwar Gaon,291709,2067,286,18,1.07719498,Village,Rural,1368586.24715988,5630.59389543024,"18637",326239.221054815,0.184
794,206352,"182862063234666",Konwar Handiqui Gaon,Dibrugarh West,Dibrugarh,Assam,India,Konwar Handiqui Gaon,,Konwar Handiqui Gaon,291087,2063,286,18,"291087",2.33209006,Village,Rural,2973320.63003119,7143.92145495106,794,206352,"182862063234666",Konwar Handiqui Gaon,Dibrugarh West,Dibrugarh,Assam,India,Konwar Handiqui Gaon,,Konwar Handiqui Gaon,291087,2063,286,18,2.33209006,Village,Rural,2973320.63003119,7143.92145495106,"18637",343517.807155844,0.426
795,206411,"182862069235653",Konwarijan,Naharkatiya,Dibrugarh,Assam,India,Konwarijan,,Konwarijan,292310,2069,286,18,"292310",1.52928725,Village,Rural,1944350.28866019,6748.37584113119,795,206411,"182862069235653",Konwarijan,Naharkatiya,Dibrugarh,Assam,India,Konwarijan,,Konwarijan,292310,2069,286,18,1.52928725,Village,Rural,1944350.28866019,6748.37584113119,"18637",367359.899919312,0.76
796,206703,"182862065234959",Kopowhuwa Gaon,Chabua,Dibrugarh,Assam,India,Kopowhuwa Gaon,,Kopowhuwa Gaon,291472,2065,286,18,"291472",3.17673771,Village,Rural,4047537.34873665,9703.1636819047,796,206703,"182862065234959",Kopowhuwa Gaon,Chabua,Dibrugarh,Assam,India,Kopowhuwa Gaon,,Kopowhuwa Gaon,291472,2065,286,18,3.17673771,Village,Rural,4047537.34873665,9703.1636819047,"18637",365794.31771353,0.738
797,205301,"182862063234710",Kotoha Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kotoha Bangali Gaon,,Kotoha Bangali Gaon,291211,2063,286,18,"291211",1.45056925,Village,Rural,1844235.69346313,5988.59297988065,797,205301,"182862063234710",Kotoha Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kotoha Bangali Gaon,,Kotoha Bangali Gaon,291211,2063,286,18,1.45056925,Village,Rural,1844235.69346313,5988.59297988065,"18637",332721.693246184,0.275
798,205164,"182862063234751",Kotoha Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kotoha Gaon,,Kotoha Gaon,291215,2063,286,18,"291215",2.53659411,Village,Rural,3225915.47398896,9413.22154544409,798,205164,"182862063234751",Kotoha Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kotoha Gaon,,Kotoha Gaon,291215,2063,286,18,2.53659411,Village,Rural,3225915.47398896,9413.22154544409,"18637",333693.005622691,0.289
799,206323,"182862063234694",Kowar Kharoni Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kowar Kharoni Gaon,,Kowar Kharoni Gaon,291228,2063,286,18,"291228",0.51388841,Village,Rural,654106.348987263,3125.67189581617,799,206323,"182862063234694",Kowar Kharoni Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kowar Kharoni Gaon,,Kowar Kharoni Gaon,291228,2063,286,18,0.51388841,Village,Rural,654106.348987263,3125.67189581617,"18637",341976.741004555,0.405
800,205458,"182862063234675",Kuchia Khana Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kuchia Khana Gaon,,Kuchia Khana Gaon,291097,2063,286,18,"291097",1.96080385,Village,Rural,2499561.94110053,7391.19851628041,800,205458,"182862063234675",Kuchia Khana Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kuchia Khana Gaon,,Kuchia Khana Gaon,291097,2063,286,18,1.96080385,Village,Rural,2499561.94110053,7391.19851628041,"18637",349602.899324649,0.511
801,205344,"182862069235681",Kukura Phuia Santipur,Naharkatiya,Dibrugarh,Assam,India,Kukura Phuia (Santipur),,Kukura Phuia (Santipur),292269,2069,286,18,"292269",2.38611412,Village,Rural,3033808.0561489,8791.70045062988,801,205344,"182862069235681",Kukura Phuia Santipur,Naharkatiya,Dibrugarh,Assam,India,Kukura Phuia (Santipur),,Kukura Phuia (Santipur),292269,2069,286,18,2.38611412,Village,Rural,3033808.0561489,8791.70045062988,"18637",360234.576068618,0.66
