fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope_mean
638,205400,"182862068235313",Jamuuguri Bangali,Tingkhong,Dibrugarh,Assam,India,Jamuuguri Bangali,,Jamuuguri Bangali,292095,2068,286,18,"292095",0.96424266,Village,Rural,1224855.79931018,4987.16040144518,1
639,206374,"182862063234853",Janzimukh Gaon,Dibrugarh West,Dibrugarh,Assam,India,Janzimukh Gaon,,Janzimukh Gaon,291203,2063,286,18,"291203",1.2123316,Village,Rural,1540302.84336318,5595.31785252096,0.988607594955571
640,205196,"182862063234852",Janzi Mukh N C,Dibrugarh West,Dibrugarh,Assam,India,Janzi Mukh N.C.,,Janzi Mukh N.C.,291202,2063,286,18,"291202",1.52845391,Village,Rural,1942323.03454847,8138.96390299217,1
641,206708,"182862064234936",Japara Gaon,Dibrugarh East,Dibrugarh,Assam,India,Japara Gaon,,Japara Gaon,291256,2064,286,18,"291256",2.57896269,Village,Rural,3288200.2826638,7865.83094180249,1
642,206727,"182862063234668",Japara Gaon,Dibrugarh West,Dibrugarh,Assam,India,Japara Gaon,,Japara Gaon,291109,2063,286,18,"291109",1.00112756,Village,Rural,1275870.01133848,5690.22295490829,1
643,206765,"182862064234929",Japi Sajia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Japi Sajia Gaon,,Japi Sajia Gaon,291281,2064,286,18,"291281",1.70441937,Village,Rural,2173464.45457707,7138.07709028531,1
644,211435,"182862067235871",Jationi,Moran,Dibrugarh,Assam,India,Jationi,,Jationi,291972,2067,286,18,"291972",1.03353087,Village,Rural,1310644.54574325,5337.58848743182,1
645,206655,"182862069235587",Jaypur Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Jaypur Chah Bagicha,,Jaypur Chah Bagicha,292389,2069,286,18,"292389",3.21019485,Village,Rural,4078179.50841333,10479.4825896154,
646,210343,"182862065234975",Jerai,Chabua,Dibrugarh,Assam,India,Jerai,,Jerai,291430,2065,286,18,"291430",3.8079451,Village,Rural,4859469.11966463,9015.18963044056,
647,205096,"182862067235719",Jhalam,Moran,Dibrugarh,Assam,India,Jhalam,,Jhalam,291969,2067,286,18,"291969",2.27459276,Village,Rural,2883482.34724043,8290.44571430861,1
648,205156,"182862064234874",Jilliguri Gaon,Dibrugarh East,Dibrugarh,Assam,India,Jilliguri Gaon,,Jilliguri Gaon,291331,2064,286,18,"291331",1.92217788,Village,Rural,2448359.96839296,6364.50820379494,1
649,205475,"182862065234983",Jogipathar,Chabua,Dibrugarh,Assam,India,Jogipathar,,Jogipathar,291425,2065,286,18,"291425",3.73477913,Village,Rural,4767738.89541525,9353.24070753244,
650,211392,"182862063234847",Jokai 28 Gharia Gaon F V,Dibrugarh West,Dibrugarh,Assam,India,Jokai 28 Gharia Gaon F.V.,,Jokai Gharia Gaon F.V.,291245,2063,286,18,"291245",1.5621121,Village,Rural,1985240.53483942,6022.71528018857,1
651,211236,"182862063234848",Jokai 36 Gharia Gaon F V,Dibrugarh West,Dibrugarh,Assam,India,Jokai 36 Gharia Gaon F.V.,,Jokai Gharia Gaon F.V.,291244,2063,286,18,"291244",0.83018449,Village,Rural,1056277.05607578,4279.88940305781,1
652,211227,"182862063234849",Jokai Kachari Gaon F V,Dibrugarh West,Dibrugarh,Assam,India,Jokai Kachari Gaon F.V.,,Jokai Kachari Gaon F.V.,291242,2063,286,18,"291242",0.2619612,Village,Rural,333149.791591535,2293.2671293497,1
653,210566,"182862063234845",Jokai Komar Gaon F V,Dibrugarh West,Dibrugarh,Assam,India,Jokai Komar Gaon F.V.,,Jokai Komar Gaon F.V.,291241,2063,286,18,"291241",0.36155331,Village,Rural,459850.684237231,2805.07077433306,1
654,210656,"182862063234850",Jokai Noghaaria Gaon Fv Kaibarta,Dibrugarh West,Dibrugarh,Assam,India,Jokai Noghaaria Gaon Fv.Kaibarta,,Jokai Noghaaria Gaon Fv.Kaibarta,291243,2063,286,18,"291243",2.95083581,Village,Rural,3751016.89132831,8367.82073238377,0.889556135953095
655,205372,"182862063234826",Jokai Reserve Forest,Dibrugarh West,Dibrugarh,Assam,India,,,,0,2063,286,18,,13.92261059,Reserve Forest,Rural,17719435.8537735,29075.7239162697,1
656,206580,"182862064234920",Jokai T E Co,Dibrugarh East,Dibrugarh,Assam,India,Jokai T.E. Co 29/143 Orr,,Jokai T.E. Co,291314,2064,286,18,"291314",2.0865295,Village,Rural,2658793.50755628,6861.95093613857,1
657,206395,"182862066235166",Joloni T E 138 Appl,Tengakhat,Dibrugarh,Assam,India,Joloni T.E. 138 Appl,,Joloni T.E.,291563,2066,286,18,"291563",0.77875223,Village,Rural,991016.070339938,5036.41231542752,
658,210928,"182862066235167",Joloni T E 259 Nlr,Tengakhat,Dibrugarh,Assam,India,Joloni T.E.259 Nlr,,Joloni T.E.,291564,2066,286,18,"291564",0.50312751,Village,Rural,640270.084555808,3802.00214319248,
659,206735,"182862066235160",Joloni T E 25 Appl,Tengakhat,Dibrugarh,Assam,India,Joloni T.E. 25 Appl,,Joloni T.E.,291562,2066,286,18,"291562",2.71708242,Village,Rural,3457164.68574152,10630.3015876792,
660,211430,"182862068235526",Jooktoli,Tingkhong,Dibrugarh,Assam,India,Jooktoli 208/206,,Jooktoli,292193,2068,286,18,"292193",0.0461041,Village,Rural,58450.0542840275,975.231224276526,
661,209885,"182862068235367",Jooktoli Barbam,Tingkhong,Dibrugarh,Assam,India,Jooktoli Barbam 106/103/124/17,,Jooktoli Barbam,292191,2068,286,18,"292191",1.97095747,Village,Rural,2499039.90226413,6373.75657890005,
662,205089,"182862068235371",Jooktoli Borbam,Tingkhong,Dibrugarh,Assam,India,Jooktoli Borbam 206/203 T.E.24/1,,Jooktoli Borbam,292229,2068,286,18,"292229",1.96740383,Village,Rural,2494114.85547768,6767.61182243641,
663,211431,"182862068235366",Jooktoli Borbam Te,Tingkhong,Dibrugarh,Assam,India,Jooktoli Borbam T.E. 44/171,,Jooktoli Borbam T.E.,292189,2068,286,18,"292189",0.32966843,Village,Rural,417922.992600755,2893.22144377599,
664,206503,"182862068235375",Jooktoli Borbam Te,Tingkhong,Dibrugarh,Assam,India,Jooktoli Borbam T.E. 91/166,,Jooktoli Borbam T.E.,292232,2068,286,18,"292232",1.29008333,Village,Rural,1635535.01229577,6242.03623712438,
665,209883,"182862068235369",Joonktoli Barbam,Tingkhong,Dibrugarh,Assam,India,Joonktoli Barbam 24/170 Np,,Joonktoli Barbam,292190,2068,286,18,"292190",1.84003107,Village,Rural,2332986.75400295,7878.90788391669,
666,211534,"182862067238063",Joriguri F V,Moran,Dibrugarh,Assam,India,Joriguri F.V.,,Joriguri F.V.,292009,2067,286,18,"292009",0.92654704,Village,Rural,1177688.12205937,4575.18164105799,1
667,212318,"182862069235569",Joypur Chariali,Naharkatiya,Dibrugarh,Assam,India,Joypur Chariali,,Joypur Chariali,292340,2069,286,18,"292340",0.62367868,Village,Rural,792507.128711419,4667.83224592495,
668,206527,"182862069235565",Joypur T E,Naharkatiya,Dibrugarh,Assam,India,Joypur T.E,,Joypur T.E,292397,2069,286,18,"292397",1.97705592,Village,Rural,2510766.9419525,6917.10797376797,
669,210355,"182862069235568",Joypur Town,Naharkatiya,Dibrugarh,Assam,India,Joypur Town,,Joypur Town,292341,2069,286,18,"292341",1.9212055,Village,Rural,2440860.88060576,6833.75356596166,
670,210883,"182862064234855",Juktoli Bam Gaon,Dibrugarh East,Dibrugarh,Assam,India,Juktoli Bam Gaon,,Juktoli Bam Gaon,291352,2064,286,18,"291352",1.02716638,Village,Rural,1307443.95539025,6201.78467245082,
671,206426,"182862067235996",June Gaon,Moran,Dibrugarh,Assam,India,June Gaon,,June Gaon,291786,2067,286,18,"291786",1.89462392,Village,Rural,2405670.05041665,7629.04180082259,1
672,211132,"182862063234828",Juon Gaon,Dibrugarh West,Dibrugarh,Assam,India,Juon Gaon No.2,,Juon Gaon,291193,2063,286,18,"291193",1.22864462,Village,Rural,1559976.26170408,5678.02159390286,1
673,205140,"182862069235603",Juria Pukhuri,Naharkatiya,Dibrugarh,Assam,India,Juria Pukhuri,,Juria Pukhuri,292366,2069,286,18,"292366",0.90540332,Village,Rural,1149400.84740165,5284.20559702635,
674,205216,"182862066235178",Jutlibari Borhula,Tengakhat,Dibrugarh,Assam,India,Jutlibari Borhula,,Jutlibari Borhula,291524,2066,286,18,"291524",0.83208665,Village,Rural,1059407.87381291,5974.87613154303,
675,206443,"182862066235175",Jutlibari Te,Tengakhat,Dibrugarh,Assam,India,Jutlibari T.E. 303/310 Nlr,,Jutlibari T.E.,291525,2066,286,18,"291525",1.8219966,Village,Rural,2319886.56480403,10912.6286159518,
676,205292,"182862066235176",Jutlibari T E 28,Tengakhat,Dibrugarh,Assam,India,Jutlibari T.E.28,,Jutlibari T.E.,291526,2066,286,18,"291526",0.77526832,Village,Rural,987007.100184855,4528.95960047125,
677,206515,"182862068235507",Kabula,Tingkhong,Dibrugarh,Assam,India,Kabula No.28,,Kabula,292214,2068,286,18,"292214",1.97445507,Village,Rural,2504743.14651007,9348.57420219347,
678,206692,"182862066235220",Kachagaon,Tengakhat,Dibrugarh,Assam,India,Kachagaon,,Kachagaon,291484,2066,286,18,"291484",1.27328863,Village,Rural,1621837.66877697,6357.48799757143,
679,206539,"182862068235469",Kachalo,Tingkhong,Dibrugarh,Assam,India,Kachalo,,Kachalo,292033,2068,286,18,"292033",1.39201974,Village,Rural,1769279.69937719,7804.44521646745,
680,205079,"182862068235364",Kachalubam,Tingkhong,Dibrugarh,Assam,India,Kachalubam,,Kachalubam,292178,2068,286,18,"292178",1.3358271,Village,Rural,1694388.08372064,8897.42139369259,
681,205341,"182862068235449",Kachalu Pather,Tingkhong,Dibrugarh,Assam,India,Kachalu Pather,,Kachalu Pather,292066,2068,286,18,"292066",0.61142649,Village,Rural,776406.793243554,5004.25950137242,
682,206419,"182862068235448",Kachalu Pather No 2,Tingkhong,Dibrugarh,Assam,India,Kachalu Pather No.2,,Kachalu Pather,292067,2068,286,18,"292067",0.63669013,Village,Rural,808466.581802269,4052.2974021462,
683,205213,"182862068235295",Kachamari,Tingkhong,Dibrugarh,Assam,India,Kachamari,,Kachamari,292102,2068,286,18,"292102",2.52260607,Village,Rural,3202621.2242606,7657.02681687896,1
684,211438,"182862067235896",Kachamari No 1,Moran,Dibrugarh,Assam,India,Kachamari No.1,,Kachamari,291929,2067,286,18,"291929",0.81022553,Village,Rural,1026945.0075176,4254.41517374773,1
685,206723,"182862067235897",Kachamari No 2,Moran,Dibrugarh,Assam,India,Kachamari No.2,,Kachamari,291928,2067,286,18,"291928",2.93206934,Village,Rural,3716931.66795582,9989.94476877852,1
686,205293,"182862063234794",Kachari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kachari Gaon,,Kachari Gaon,291114,2063,286,18,"291114",1.93052948,Village,Rural,2459683.1611806,6846.13547174743,1
687,205179,"182862066235282",Kachari Pathar No 1,Tengakhat,Dibrugarh,Assam,India,Kachari Pathar No.1,,Kachari Pathar,291592,2066,286,18,"291592",0.54162803,Village,Rural,689464.414224272,3231.66484237228,
