fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope_mean
12,206475,"182862067235969",Ahomgaon Kataki Pukhuri,Moran,Dibrugarh,Assam,India,Ahomgaon Kataki Pukhuri,,Ahomgaon Kataki Pukhuri,291772,2067,286,18,"291772",0.74675921,Village,Rural,948727.387267924,4180.12601598055,1
13,212332,"182862067236006",Ahomgaon Nagar,Moran,Dibrugarh,Assam,India,Ahomgaon Nagar,,Ahomgaon Nagar,291774,2067,286,18,"291774",0.36083337,Village,Rural,458444.100764253,2974.43703287052,1
14,205247,"182862067235971",Ahomgaon No 1,Moran,Dibrugarh,Assam,India,Ahomgaon No.1,,Ahomgaon,291775,2067,286,18,"291775",0.75977288,Village,Rural,965177.358058347,4972.35198256068,1
15,206473,"182862067236003",Ahomgaon No 2,Moran,Dibrugarh,Assam,India,Ahomgaon No.2,,Ahomgaon,291778,2067,286,18,"291778",1.07954934,Village,Rural,1371398.63424267,6203.18703594701,1
16,210575,"182862067235921",Akhoi Phutia,Moran,Dibrugarh,Assam,India,Akhoi Phutia,,Akhoi Phutia,291860,2067,286,18,"291860",0.77510587,Village,Rural,983568.803690462,6303.06189632799,1
17,205343,"182862063234752",Aliachuk Gaon,Dibrugarh West,Dibrugarh,Assam,India,Aliachuk Gaon,,Aliachuk Gaon,291168,2063,286,18,"291168",0.66379385,Village,Rural,844211.044752875,3781.80076938514,1
18,205199,"182862069235589",Alichiga Gaon,Naharkatiya,Dibrugarh,Assam,India,Alichiga Gaon,,Alichiga Gaon,292348,2069,286,18,"292348",1.17037725,Village,Rural,1487018.40578294,5881.95502009711,
19,205243,"182862064234890",Alimur Gaon,Dibrugarh East,Dibrugarh,Assam,India,Alimur Gaon,,Alimur Gaon,291324,2064,286,18,"291324",2.92567408,Village,Rural,3727447.26191932,9227.18731606796,
20,205445,"182862069235668",Amguri,Naharkatiya,Dibrugarh,Assam,India,Amguri,,Amguri,292263,2069,286,18,"292263",5.07259371,Village,Rural,6451380.92036886,11216.4968258386,
21,205277,"182862069235669",Amguri Nepali,Naharkatiya,Dibrugarh,Assam,India,Amguri Nepali,,Amguri Nepali,292262,2069,286,18,"292262",3.40708434,Village,Rural,4334862.71302557,10314.5678685508,
22,206750,"182862066235249",Amulguri Chah Bagan,Tengakhat,Dibrugarh,Assam,India,Amulguri Chah Bagan,,Amulguri Chah Bagan,291497,2066,286,18,"291497",0.96715667,Village,Rural,1231565.97879207,4872.65834603724,
23,205450,"182862066235148",Anandabari T E,Tengakhat,Dibrugarh,Assam,India,Anandabari T.E.,,Anandabari T.E.,291532,2066,286,18,"291532",2.57382328,Village,Rural,3276884.21887041,7925.08094242764,
24,205298,"182862069235592",Asamia Gaon,Naharkatiya,Dibrugarh,Assam,India,Asamia Gaon,,Asamia Gaon,292382,2069,286,18,"292382",3.88904509,Village,Rural,4939510.82422667,9583.51026901093,
25,205496,"182862064234915",Athabari Gaon,Dibrugarh East,Dibrugarh,Assam,India,Athabari Gaon,,Athabari Gaon,291287,2064,286,18,"291287",2.21764443,Village,Rural,2828374.48280137,7760.16981773199,1
26,210869,"182862067235824",Athabari Gaon,Moran,Dibrugarh,Assam,India,Athabari Gaon,,Athabari Gaon,291720,2067,286,18,"291720",1.51874724,Village,Rural,1929835.96640441,9198.2637347436,1
27,206478,"182862068235427",Azizbag T E,Tingkhong,Dibrugarh,Assam,India,Azizbag T.E.,,Azizbag T.E.,292135,2068,286,18,"292135",4.5786823,Village,Rural,5812216.23986343,10148.1973477967,
28,205254,"182862068235490",Bacha Gaon,Tingkhong,Dibrugarh,Assam,India,Bacha Gaon,,Bacha Gaon,292162,2068,286,18,"292162",2.4643656,Village,Rural,3127043.45469926,9563.82287523011,
29,206794,"182862069235642",Badhari Tipling,Naharkatiya,Dibrugarh,Assam,India,Badhari Tipling,,Badhari Tipling,292317,2069,286,18,"292317",2.45386013,Village,Rural,3120011.83774827,8296.82852156062,
30,205476,"182862065235060",Bagaritolia,Chabua,Dibrugarh,Assam,India,Bagaritolia,,Bagaritolia,291374,2065,286,18,"291374",1.71995345,Village,Rural,2196179.27214351,6959.23264926239,
31,205109,"182862068235389",Baghmora,Tingkhong,Dibrugarh,Assam,India,Baghmora,,Baghmora,292205,2068,286,18,"292205",0.67943991,Village,Rural,861786.650920027,4883.78646636749,
32,205310,"182862069235586",Baghmora Gaon,Naharkatiya,Dibrugarh,Assam,India,Baghmora Gaon,,Baghmora Gaon,292346,2069,286,18,"292346",1.38378976,Village,Rural,1758394.90170595,5479.0385060835,
33,205082,"182862068235400",Baghmora No 2,Tingkhong,Dibrugarh,Assam,India,Baghmora No.2,,Baghmora,292207,2068,286,18,"292207",1.47779723,Village,Rural,1874665.78270322,6627.87075763297,
34,205411,"182862068235390",Baghmora Puwali Pather,Tingkhong,Dibrugarh,Assam,India,Baghmora Puwali Pather,,Baghmora Puwali Pather,292208,2068,286,18,"292208",1.52171571,Village,Rural,1930176.04679993,6422.83909586698,
35,205240,"182862067235959",Baghtali Pather Gaon,Moran,Dibrugarh,Assam,India,Baghtali Pather Gaon,,Baghtali Pather Gaon,291770,2067,286,18,"291770",2.38120081,Village,Rural,3024770.36257466,8730.89713616268,1
36,211913,"182862067235960",Baghtoli Bahani,Moran,Dibrugarh,Assam,India,Baghtoli Bahani,,Baghtoli Bahani,291798,2067,286,18,"291798",1.11707622,Village,Rural,1418829.85416531,5725.02478149169,1
37,206618,"182862067235970",Baghtoli Sonowal,Moran,Dibrugarh,Assam,India,Baghtoli Sonowal,,Baghtoli Sonowal,291773,2067,286,18,"291773",0.59831704,Village,Rural,760003.923402753,4218.51790669569,1
38,205157,"182862063234815",Bagibill Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bagibill Gaon,,Bagibill Gaon,291080,2063,286,18,"291080",2.53608999,Village,Rural,3231097.02723817,8007.54221387164,1
39,205257,"182862068235425",Bahani Ratanpur,Tingkhong,Dibrugarh,Assam,India,Bahani (Ratanpur),,Bahani (Ratanpur),292137,2068,286,18,"292137",1.90467125,Village,Rural,2417890.66779258,6943.84649167261,
40,205074,"182862066235154",Bahoni Gaon,Tengakhat,Dibrugarh,Assam,India,1 No. Bahoni Gaon,,Bahoni Gaon,291549,2066,286,18,"291549",0.62003025,Village,Rural,788666.325765839,5124.33319086671,
41,206412,"182862066235155",Bahoni Pather,Tengakhat,Dibrugarh,Assam,India,Bahoni Pather,,Bahoni Pather,291550,2066,286,18,"291550",0.92208299,Village,Rural,1173069.68888926,5813.96869927882,
42,206616,"182862067235957",Bahoni Pather Block Gaon,Moran,Dibrugarh,Assam,India,Bahoni Pather Block Gaon,,Bahoni Pather Block Gaon,291797,2067,286,18,"291797",1.7681838,Village,Rural,2245648.09936681,7020.93901526952,1
43,209899,"182862068235451",Bailong Bhati Bailung,Tingkhong,Dibrugarh,Assam,India,Bailong Bhati (Bailung),,Bailong Bhati (Bailung),292068,2068,286,18,"292068",0.87171576,Village,Rural,1107240.99021375,10404.0968248023,
44,205075,"182862068235321",Bajipahumara,Tingkhong,Dibrugarh,Assam,India,Bajipahumara,,Bajipahumara,292086,2068,286,18,"292086",4.07542444,Village,Rural,5175858.97011464,10922.2851933193,
45,206764,"182862064234925",Bakulbari,Dibrugarh East,Dibrugarh,Assam,India,Bakulbari 26/147 Orr,,Bakulbari,291285,2064,286,18,"291285",3.62312612,Village,Rural,4619673.80498089,9212.64964496489,1
46,206742,"182862066235171",Bakuloni,Tengakhat,Dibrugarh,Assam,India,Bakuloni No.3,,Bakuloni,291552,2066,286,18,"291552",1.28852641,Village,Rural,1639639.90489492,5887.42900084454,
47,205368,"182862063234713",Bali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bali Gaon,,Bali Gaon,291210,2063,286,18,"291210",2.37003909,Village,Rural,3013556.00892554,8156.42291196924,1
48,206581,"182862066235255",Balijan,Tengakhat,Dibrugarh,Assam,India,Balijan 240 Wl,,Balijan,291501,2066,286,18,"291501",2.37982833,Village,Rural,3031220.34837746,10525.5321160223,
49,206711,"182862065235026",Balijan Bangali,Chabua,Dibrugarh,Assam,India,Balijan Bangali,,Balijan Bangali,291389,2065,286,18,"291389",5.29774378,Village,Rural,6764358.93292402,16611.6831335255,
50,210913,"182862066235253",Balijan Chah Bagan,Tengakhat,Dibrugarh,Assam,India,Balijan Chah Bagan,,Balijan Chah Bagan,291500,2066,286,18,"291500",2.72341596,Village,Rural,3468321.98182913,8248.36925361323,
51,205186,"182862066235286",Balijangaon,Tengakhat,Dibrugarh,Assam,India,Balijangaon,,Balijangaon,291503,2066,286,18,"291503",0.49305746,Village,Rural,627818.665181662,5529.21903248059,
52,211470,"182862065235025",Balijan Gaon,Chabua,Dibrugarh,Assam,India,Balijan Gaon,,Balijan Gaon,291408,2065,286,18,"291408",1.0216122,Village,Rural,1304093.57142803,7383.47898140044,
53,205392,"182862066235287",Balijan Grant,Tengakhat,Dibrugarh,Assam,India,Balijan 173/174 Nlr Grant,,Balijan Grant,291504,2066,286,18,"291504",3.74784779,Village,Rural,4771215.60794373,8971.54091970299,
54,211482,"182862069235634",Balijan Maje,Naharkatiya,Dibrugarh,Assam,India,Balijan Maje,,Balijan Maje,292378,2069,286,18,"292378",1.71500875,Village,Rural,2179008.91670331,6859.96683494369,
55,205370,"182862069235591",Balijan No 1,Naharkatiya,Dibrugarh,Assam,India,Balijan No.1,,Balijan,292380,2069,286,18,"292380",1.31532418,Village,Rural,1671159.63322427,5698.26996784235,
56,205426,"182862069235601",Balijan No 2,Naharkatiya,Dibrugarh,Assam,India,Balijan No.2,,Balijan,292377,2069,286,18,"292377",1.65871872,Village,Rural,2107415.15039075,5980.95647357361,
57,206530,"182862069235598",Balijan No 3,Naharkatiya,Dibrugarh,Assam,India,Balijan No.3,,Balijan,292384,2069,286,18,"292384",1.39190477,Village,Rural,1767637.90150117,7655.48702117078,
58,205470,"182862065235023",Balijan Pani Era,Chabua,Dibrugarh,Assam,India,Balijan Pani Era,,Balijan Pani Era,291409,2065,286,18,"291409",2.45311321,Village,Rural,3131150.49105986,7624.13972927941,
59,210333,"182862065235002",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291405,2065,286,18,"291405",2.48529376,Village,Rural,3173583.77932353,8523.23018965275,
60,210334,"182862065235022",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291407,2065,286,18,"291407",4.49528903,Village,Rural,5738787.40819876,11460.0434112092,
61,210960,"182862066235285",Balijan T E,Tengakhat,Dibrugarh,Assam,India,Balijan T.E. 5/54 No.,,Balijan T.E.,291505,2066,286,18,"291505",0.78346059,Village,Rural,997520.349527466,4184.81278812998,
62,205078,"182862069235561",Balimora Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Balimora Chah Bagicha,,Balimora Chah Bagicha,292385,2069,286,18,"292385",1.65122605,Village,Rural,2096710.84684437,6934.32279000032,
63,211483,"182862069235559",Balimora Pather,Naharkatiya,Dibrugarh,Assam,India,Balimora Pather,,Balimora Pather,292386,2069,286,18,"292386",0.49623357,Village,Rural,629642.397740261,3968.38307285643,
64,205093,"182862069235662",Balipara,Naharkatiya,Dibrugarh,Assam,India,Balipara,,Balipara,292264,2069,286,18,"292264",2.45665793,Village,Rural,3124160.08851586,7595.6450875654,
65,211539,"182862067235740",Bamunbari,Moran,Dibrugarh,Assam,India,Bamunbari 50/162 Or Grant,,Bamunbari,291889,2067,286,18,"291889",0.63071869,Village,Rural,801155.723223686,3846.84027959995,1
66,206622,"182862067235737",Bamunbari 264 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 264 Nlr Grant,,Bamunbari Grant,291892,2067,286,18,"291892",1.63541217,Village,Rural,2076992.22340429,6157.77169031001,1
67,211535,"182862067235780",Bamunbari 320 No Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 320 No.Nlr Grant,,Bamunbari Grant,291832,2067,286,18,"291832",0.73285544,Village,Rural,931020.550699891,4315.75268366197,1
68,211516,"182862068235305",Bamunbari Darkhastor,Tingkhong,Dibrugarh,Assam,India,Bamunbari No.2 Darkhastor,,Bamunbari Darkhastor,292104,2068,286,18,"292104",0.20554269,Village,Rural,260938.324278383,2492.74978433981,1
69,210867,"182862067235736",Bamunbari No 1 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari No.1 Nlr Grant,,Bamunbari Grant,291893,2067,286,18,"291893",1.46847709,Village,Rural,1864864.2142795,8467.2171122344,1
70,205139,"182862068235311",Bamunbari T E,Tingkhong,Dibrugarh,Assam,India,Bamunbari T.E.No.125 F.S.,,Bamunbari T.E,292096,2068,286,18,"292096",2.24252584,Village,Rural,2848123.45581958,6659.15943051787,1
71,206787,"182862069235711",Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.1,,Bamuni Bill,292242,2069,286,18,"292242",3.05946905,Village,Rural,3891687.73510023,8692.09123970797,
72,206574,"182862069235703",Bamuni Bill Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.2 (Bamuni Bill No.3),,Bamuni Bill (Bamuni Bill),292238,2069,286,18,"292238",1.98278442,Village,Rural,2521608.59547974,9143.26386774936,
73,205174,"182862065235030",Bamuni Hiloidhari,Chabua,Dibrugarh,Assam,India,Bamuni Hiloidhari,,Bamuni Hiloidhari,291411,2065,286,18,"291411",1.90762531,Village,Rural,2434391.02706473,6831.71712532686,
74,210895,"182862066235197",Bamuni Kuria No 1,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.1,,Bamuni Kuria,291637,2066,286,18,"291637",1.60306284,Village,Rural,2039374.11803901,6999.87679527782,
75,211473,"182862066235201",Bamuni Kuria No 2,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.2,,Bamuni Kuria,291642,2066,286,18,"291642",0.50844607,Village,Rural,646895.719827851,3813.55549901563,
76,206529,"182862068235476",Bamun Pukhuri,Tingkhong,Dibrugarh,Assam,India,Bamun Pukhuri,,Bamun Pukhuri,292039,2068,286,18,"292039",2.2206648,Village,Rural,2821730.44145378,8056.69414731119,
77,205394,"182862063234724",Banhbari Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.1,,Banhbari Gaon,291201,2063,286,18,"291201",1.31998089,Village,Rural,1676900.17903289,5951.59238250564,1
78,211857,"182862063234723",Banhbari Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.2,,Banhbari Gaon,291200,2063,286,18,"291200",0.08801912,Village,Rural,111859.034936678,1351.510545733,1
79,205401,"182862063234722",Banhbari Grant,Dibrugarh West,Dibrugarh,Assam,India,182 No.Banhbari Grant,,Banhbari Grant,291199,2063,286,18,"291199",0.84372319,Village,Rural,1072068.64484323,4947.45052928554,1
80,206638,"182862066235292",Bantana Gaon,Tengakhat,Dibrugarh,Assam,India,Bantana Gaon,,Bantana Gaon,291653,2066,286,18,"291653",1.01218539,Village,Rural,1287895.58170861,6431.40809952194,
81,211794,"182862065235028",Barahi Da Pathar,Chabua,Dibrugarh,Assam,India,Barahi-Da-Pathar,,Barahi-Da-Pathar,291375,2065,286,18,"291375",1.07839283,Village,Rural,1376604.67294645,4621.53523802346,
82,205498,"182862065235054",Baratichuk,Chabua,Dibrugarh,Assam,India,Baratichuk,,Baratichuk,291369,2065,286,18,"291369",1.83214242,Village,Rural,2339190.97779728,6824.08835969183,
83,205206,"182862069235659",Barbam No 1,Naharkatiya,Dibrugarh,Assam,India,Barbam No.1,,Barbam,292301,2069,286,18,"292301",1.80725145,Village,Rural,2297169.46001558,7383.55643075381,
84,205204,"182862069235655",Barbam No 2,Naharkatiya,Dibrugarh,Assam,India,Barbam No.2,,Barbam,292307,2069,286,18,"292307",0.62028893,Village,Rural,788403.864815247,3716.0757542569,
85,210771,"182862064234934",Barbari,Dibrugarh East,Dibrugarh,Assam,India,Barbari 12/141 Orr,,Barbari,291266,2064,286,18,"291266",2.12532368,Village,Rural,2711181.22845916,8109.79385183591,1
86,211677,"182862064236014",Barbari Amc Area CT,Dibrugarh East,Dibrugarh,Assam,India,Barbari (Amc Area) (CT),,Barbari (Amc Area) (CT),291355,2064,286,18,"291355",1.80977686,Town,Urban,2308442.14421022,7701.12209191312,1
87,206335,"182862064234927",Bashbari Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bashbari Gaon,,Bashbari Gaon,291284,2064,286,18,"291284",1.93460466,Village,Rural,2467870.82508751,6808.40113089845,1
88,206549,"182862066235076",Basmatia,Tengakhat,Dibrugarh,Assam,India,Basmatia No.2,,Basmatia,291629,2066,286,18,"291629",1.07011942,Village,Rural,1361544.99856163,6310.39587842901,
89,206596,"182862066235202",Basmatia Grant No 2,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.2,,Basmatia Grant,291612,2066,286,18,"291612",0.9878517,Village,Rural,1257433.41863312,8525.27329499887,
90,206680,"182862066235078",Basmatia Grant No 7,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.7,,Basmatia Grant,291623,2066,286,18,"291623",2.50957294,Village,Rural,3193773.33854652,7099.40688946407,
91,210337,"182862066235077",Basmatia Grant No 8,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.8,,Basmatia Grant,291624,2066,286,18,"291624",0.80516429,Village,Rural,1024891.62356803,5060.78339947298,
92,206302,"182862064234857",Basmotia,Dibrugarh East,Dibrugarh,Assam,India,Basmotia,,Basmotia,291353,2064,286,18,"291353",1.96103276,Village,Rural,2495346.7009008,6579.9217382767,
93,206408,"182862064234858",Basmotia T E,Dibrugarh East,Dibrugarh,Assam,India,Basmotia T.E.,,Basmotia T.E.,291354,2064,286,18,"291354",2.74046168,Village,Rural,3488047.37021779,9466.33552982628,
94,206557,"182862066235246",Bayanchuk Bhoyn Chuk,Tengakhat,Dibrugarh,Assam,India,Bayanchuk (Bhoyn Chuk),,Bayanchuk (Bhoyn Chuk),291495,2066,286,18,"291495",0.83674423,Village,Rural,1065918.02946298,6613.19845823588,
95,206770,"182862064234928",Bebejia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bebejia Gaon,,Bebejia Gaon,291282,2064,286,18,"291282",2.26234091,Village,Rural,2885476.23196529,7658.95372166226,1
96,206759,"182862064234937",Behia Chetia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Behia Chetia Gaon,,Behia Chetia Gaon,291255,2064,286,18,"291255",1.81183045,Village,Rural,2310493.78568048,7011.23391368473,0.867088607814996
97,206429,"182862063234795",Behiating T E,Dibrugarh West,Dibrugarh,Assam,India,Behiating T.E.,,Behiating T.E.,291113,2063,286,18,"291113",1.40263267,Village,Rural,1787222.43178106,5640.60205545855,1
98,206306,"182862069235610",Betanibam Habi Gaon,Naharkatiya,Dibrugarh,Assam,India,Betanibam Habi Gaon,,Betanibam Habi Gaon,292368,2069,286,18,"292368",0.69256175,Village,Rural,879500.12376364,3801.79702515159,
99,205108,"182862065235006",Betmela Gaon,Chabua,Dibrugarh,Assam,India,Betmela Gaon,,Betmela Gaon,291449,2065,286,18,"291449",1.61149927,Village,Rural,2055807.30178372,6760.77507020398,
100,205142,"182862068235504",Betoni No 1,Tingkhong,Dibrugarh,Assam,India,Betoni No.1,,Betoni,292060,2068,286,18,"292060",1.22623103,Village,Rural,1556958.16250443,7566.68900438692,
101,205069,"182862068235519",Betoni No 2,Tingkhong,Dibrugarh,Assam,India,Betoni No.2,,Betoni,292058,2068,286,18,"292058",2.83483615,Village,Rural,3599886.84194263,14271.0259288583,
102,206341,"182862067235904",Bezapather No 1,Moran,Dibrugarh,Assam,India,Bezapather No.1,,Bezapather,291925,2067,286,18,"291925",1.2440124,Village,Rural,1577669.83955908,10154.8342284604,1
103,205098,"182862067235902",Bezapather No 2,Moran,Dibrugarh,Assam,India,Bezapather No.2,,Bezapather,291924,2067,286,18,"291924",1.97271159,Village,Rural,2501553.22467756,6249.35920943077,1
104,206786,"182862067235852",Bezarchuk Bongali,Moran,Dibrugarh,Assam,India,Bezarchuk Bongali,,Bezarchuk Bongali,291990,2067,286,18,"291990",0.50240187,Village,Rural,637476.626073772,4130.20507330577,1
105,206369,"182862067235953",Bezgaon,Moran,Dibrugarh,Assam,India,Bezgaon No.2,,Bezgaon,291852,2067,286,18,"291852",0.46125819,Village,Rural,585514.313711889,3125.32551085979,1
106,206357,"182862067235978",Bez Gaon,Moran,Dibrugarh,Assam,India,Bez Gaon,,Bez Gaon,291850,2067,286,18,"291850",0.74565888,Village,Rural,946643.831169705,3995.22705125643,1
107,205312,"182862066235143",Bhadai Nagar,Tengakhat,Dibrugarh,Assam,India,Bhadai Nagar,,Bhadai Nagar,291691,2066,286,18,"291691",1.59108447,Village,Rural,2023384.76415209,5727.85183951449,
108,205412,"182862066235095",Bhaga Muria Gaon,Tengakhat,Dibrugarh,Assam,India,Bhaga Muria Gaon,,Bhaga Muria Gaon,291655,2066,286,18,"291655",1.45379065,Village,Rural,1849880.75367743,5840.62554656071,
109,206534,"182862066235217",Bhajoni,Tengakhat,Dibrugarh,Assam,India,Bhajoni,,Bhajoni,291483,2066,286,18,"291483",2.34079867,Village,Rural,2981220.35349832,8023.75637280794,
110,206428,"182862066235240",Bhakalajan Gaon,Tengakhat,Dibrugarh,Assam,India,Bhakalajan Gaon,,Bhakalajan Gaon,291661,2066,286,18,"291661",2.16571448,Village,Rural,2757610.65779746,11196.691112873,
111,205095,"182862067235878",Bhalukaguri,Moran,Dibrugarh,Assam,India,Bhalukaguri,,Bhalukaguri,291947,2067,286,18,"291947",1.40927046,Village,Rural,1786104.33824971,5323.6415431952,1
112,205222,"182862068235336",Bhalukaguri Bhalukagari,Tingkhong,Dibrugarh,Assam,India,Bhalukaguri (Bhalukagari),,Bhalukaguri (Bhalukagari),292098,2068,286,18,"292098",2.16546635,Village,Rural,2749563.48801444,7201.05087766772,
113,205169,"182862067235765",Bharalibari No 1,Moran,Dibrugarh,Assam,India,Bharalibari No.1,,Bharalibari,291744,2067,286,18,"291744",2.0192024,Village,Rural,2568814.80978488,7380.93060173749,1
114,212340,"182862067236008",Bharalibari No 2,Moran,Dibrugarh,Assam,India,Bharalibari No.2,,Bharalibari,291745,2067,286,18,"291745",3.33595015,Village,Rural,4244877.6370406,11817.0887328071,0.97376093298805
115,206670,"182862067235766",Bharalibari No 3,Moran,Dibrugarh,Assam,India,Bharalibari No.3,,Bharalibari,291746,2067,286,18,"291746",0.91455755,Village,Rural,1163279.34656801,4550.18435330347,1
116,210871,"182862067238062",Bharali Forest Village,Moran,Dibrugarh,Assam,India,Bharali Forest Village,,Bharali Forest Village,292010,2067,286,18,"292010",4.43802133,Village,Rural,5641393.85652671,14775.9523263386,1
117,205473,"182862065234993",Bharalua,Chabua,Dibrugarh,Assam,India,Bharalua,,Bharalua,291422,2065,286,18,"291422",2.0814792,Village,Rural,2657057.5082678,6639.00701294708,
118,205464,"182862065234974",Bhardhora Bongali,Chabua,Dibrugarh,Assam,India,Bhardhora Bongali,,Bhardhora Bongali,291450,2065,286,18,"291450",3.93717319,Village,Rural,5022635.93760516,8952.83750951869,
119,205320,"182862066235094",Bhereki Bam Gaon,Naharkatiya,Dibrugarh,Assam,India,Bhereki Bam Gaon,,Bhereki Bam Gaon,291654,2069,286,18,"291654",2.28855702,Village,Rural,2911822.23353448,7926.02231234574,
120,206579,"182862064234875",Bhimpara,Dibrugarh East,Dibrugarh,Assam,India,Bhimpara,,Bhimpara,291330,2064,286,18,"291330",1.2987716,Village,Rural,1654254.62439702,6983.27321369776,
121,210524,"182862063234750",Bhogamur Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bhogamur Gaon,,Bhogamur Gaon,291173,2063,286,18,"291173",4.60770005,Village,Rural,5859802.72016668,11759.7045418376,1
122,205380,"182862063234715",Bhogamur Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Bhogamur Gaon No.1,,Bhogamur Gaon,291207,2063,286,18,"291207",2.05253661,Village,Rural,2608690.4645016,7343.2095532657,1
123,206375,"182862063234827",Bhogamur Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Bhogamur Gaon No.2,,Bhogamur Gaon,291174,2063,286,18,"291174",0.89469089,Village,Rural,1137528.92382282,4484.93152916011,1
124,211614,"182862063234749",Bhogamur Gaon No 3,Dibrugarh West,Dibrugarh,Assam,India,Bhogamur Gaon No.3,,Bhogamur Gaon,291209,2063,286,18,"291209",0.453801,Village,Rural,576965.592800454,3394.72598374859,1
125,205295,"182862063234714",Bhogamur Tiniali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bhogamur Tiniali Gaon,,Bhogamur Tiniali Gaon,291208,2063,286,18,"291208",2.42871892,Village,Rural,3087137.41812749,9885.27898113476,0.997151898738893
126,210880,"182862063234683",Bhorbhuri Nogaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Bhorbhuri Nogaon No.2,,Bhorbhuri Gaon,291238,2063,286,18,"291238",1.11020853,Village,Rural,1413335.20146835,6440.18171546904,1
127,210881,"182862063234687",Bhorbhuri Nogaon No 3,Dibrugarh West,Dibrugarh,Assam,India,Bhorbhuri Nogaon No.3,,Bhorbhuri Gaon,291237,2063,286,18,"291237",1.62408162,Village,Rural,2067367.87900386,8802.73366710606,1
128,211532,"182862067238061",Bhugali Pather F V,Moran,Dibrugarh,Assam,India,Bhugali Pather F/V,,Bhugali Pather F/V,292004,2067,286,18,"292004",0.9375894,Village,Rural,1192002.37642463,4980.50805094545,1
129,206407,"182862063234682",Bhurbhuri Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bhurbhuri Gaon No.1,,Bhurbhuri Gaon,291152,2063,286,18,"291152",1.09550763,Village,Rural,1394857.44664355,5175.5846949446,1
130,206752,"182862066235262",Bijulibari T E,Tengakhat,Dibrugarh,Assam,India,Bijulibari T.E.,,Bijulibari T.E.,291516,2066,286,18,"291516",0.61192803,Village,Rural,779197.4329259,3974.59498485142,
131,205482,"182862065234998",Bindhakota Gaon,Chabua,Dibrugarh,Assam,India,Bindhakota Gaon,,Bindhakota Gaon,291392,2065,286,18,"291392",2.72726317,Village,Rural,3483700.26386944,7594.26077546431,
132,206679,"182862063234760",Binoigutia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Binoigutia Gaon,,Binoigutia Gaon,291131,2063,286,18,"291131",4.03105537,Village,Rural,5129384.20088458,9863.1487599986,1
133,205316,"182862064234881",Bocha Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bocha Gaon,,Bocha Gaon,291323,2064,286,18,"291323",2.3314163,Village,Rural,2970153.05866555,7346.3414924577,
134,210905,"182862065234985",Bogdungkinar,Chabua,Dibrugarh,Assam,India,Bogdungkinar,,Bogdungkinar,291426,2065,286,18,"291426",2.13102346,Village,Rural,2720917.13999262,7942.00638887812,
135,206582,"182862063234676",Bogpara Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bogpara Gaon,,Bogpara Gaon,291100,2063,286,18,"291100",1.82634931,Village,Rural,2327723.17859719,6776.08006496019,1
136,206763,"182862063234672",Boiragimoth Kachari Gaon,Dibrugarh East,Dibrugarh,Assam,India,Boiragimoth Kachari Gaon,,Boiragimoth Kachari Gaon,291092,2064,286,18,"291092",3.7152603,Village,Rural,4737660.22536773,8595.9325853577,1
137,205326,"182862064234924",Bokul Maj Gaon,Dibrugarh West,Dibrugarh,Assam,India,Bokul Maj Gaon,,Bokul Maj Gaon,291301,2063,286,18,"291301",3.2332519,Village,Rural,4121552.60117847,8927.6396962037,1
